zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00099,BOT-BR-0038,matched_source_id,BOT-BR-0038:Banana — BRS Platina,Banana — BRS Platina,Banana — BRS Platina,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,100
BRWM-00100,BOT-BR-0038,matched_source_id,BOT-BR-0038:Banana — BRS Platina,Banana — BRS Platina,Banana — BRS Platina,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,101
BRWM-00101,BOT-BR-0038,matched_source_id,BOT-BR-0038:Banana — BRS Platina,Banana — BRS Platina,Banana — BRS Platina,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,102
BRWM-00102,BOT-BR-0038,matched_source_id,BOT-BR-0038:Banana — BRS Platina,Banana — BRS Platina,Banana — BRS Platina,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,103
BRWM-00103,BOT-BR-0038,matched_source_id,BOT-BR-0038:Banana — BRS Platina,Banana — BRS Platina,Banana — BRS Platina,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,104
BRWM-00104,BOT-BR-0039,matched_source_id,BOT-BR-0039:Banana — BRS Preciosa,Banana — BRS Preciosa,Banana — BRS Preciosa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,105
BRWM-00105,BOT-BR-0039,matched_source_id,BOT-BR-0039:Banana — BRS Preciosa,Banana — BRS Preciosa,Banana — BRS Preciosa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,106
BRWM-00106,BOT-BR-0039,matched_source_id,BOT-BR-0039:Banana — BRS Preciosa,Banana — BRS Preciosa,Banana — BRS Preciosa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,107
BRWM-00107,BOT-BR-0039,matched_source_id,BOT-BR-0039:Banana — BRS Preciosa,Banana — BRS Preciosa,Banana — BRS Preciosa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,108
BRWM-00108,BOT-BR-0039,matched_source_id,BOT-BR-0039:Banana — BRS Preciosa,Banana — BRS Preciosa,Banana — BRS Preciosa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,109
BRWM-00109,BOT-BR-0040,matched_source_id,BOT-BR-0040:Banana — BRS Princesa,Banana — BRS Princesa,Banana — BRS Princesa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,110
BRWM-00110,BOT-BR-0040,matched_source_id,BOT-BR-0040:Banana — BRS Princesa,Banana — BRS Princesa,Banana — BRS Princesa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,111
BRWM-00111,BOT-BR-0040,matched_source_id,BOT-BR-0040:Banana — BRS Princesa,Banana — BRS Princesa,Banana — BRS Princesa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,112
BRWM-00112,BOT-BR-0040,matched_source_id,BOT-BR-0040:Banana — BRS Princesa,Banana — BRS Princesa,Banana — BRS Princesa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,113
BRWM-00113,BOT-BR-0040,matched_source_id,BOT-BR-0040:Banana — BRS Princesa,Banana — BRS Princesa,Banana — BRS Princesa,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,114
BRWM-00114,BOT-BR-0041,matched_source_id,BOT-BR-0041:Banana — BRS Tropical,Banana — BRS Tropical,Banana — BRS Tropical,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,115
BRWM-00115,BOT-BR-0041,matched_source_id,BOT-BR-0041:Banana — BRS Tropical,Banana — BRS Tropical,Banana — BRS Tropical,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,116
BRWM-00116,BOT-BR-0041,matched_source_id,BOT-BR-0041:Banana — BRS Tropical,Banana — BRS Tropical,Banana — BRS Tropical,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,117
BRWM-00117,BOT-BR-0041,matched_source_id,BOT-BR-0041:Banana — BRS Tropical,Banana — BRS Tropical,Banana — BRS Tropical,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,118
BRWM-00118,BOT-BR-0041,matched_source_id,BOT-BR-0041:Banana — BRS Tropical,Banana — BRS Tropical,Banana — BRS Tropical,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,119
BRWM-00119,BOT-BR-0042,matched_source_id,BOT-BR-0042:Banana — Maçã,Banana — Maçã,Banana — Maçã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,120
BRWM-00120,BOT-BR-0042,matched_source_id,BOT-BR-0042:Banana — Maçã,Banana — Maçã,Banana — Maçã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,121
BRWM-00121,BOT-BR-0042,matched_source_id,BOT-BR-0042:Banana — Maçã,Banana — Maçã,Banana — Maçã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,122
BRWM-00122,BOT-BR-0042,matched_source_id,BOT-BR-0042:Banana — Maçã,Banana — Maçã,Banana — Maçã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,123
BRWM-00123,BOT-BR-0042,matched_source_id,BOT-BR-0042:Banana — Maçã,Banana — Maçã,Banana — Maçã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,124
BRWM-00124,BOT-BR-0043,matched_source_id,BOT-BR-0043:Banana — Nanica,Banana — Nanica,Banana — Nanica,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,125
BRWM-00125,BOT-BR-0043,matched_source_id,BOT-BR-0043:Banana — Nanica,Banana — Nanica,Banana — Nanica,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,126
BRWM-00126,BOT-BR-0043,matched_source_id,BOT-BR-0043:Banana — Nanica,Banana — Nanica,Banana — Nanica,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,127
BRWM-00127,BOT-BR-0043,matched_source_id,BOT-BR-0043:Banana — Nanica,Banana — Nanica,Banana — Nanica,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,128
BRWM-00128,BOT-BR-0043,matched_source_id,BOT-BR-0043:Banana — Nanica,Banana — Nanica,Banana — Nanica,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,129
BRWM-00129,BOT-BR-0044,matched_source_id,BOT-BR-0044:Banana — Nanicão,Banana — Nanicão,Banana — Nanicão,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,130
BRWM-00130,BOT-BR-0044,matched_source_id,BOT-BR-0044:Banana — Nanicão,Banana — Nanicão,Banana — Nanicão,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,131
BRWM-00131,BOT-BR-0044,matched_source_id,BOT-BR-0044:Banana — Nanicão,Banana — Nanicão,Banana — Nanicão,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,132
BRWM-00132,BOT-BR-0044,matched_source_id,BOT-BR-0044:Banana — Nanicão,Banana — Nanicão,Banana — Nanicão,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,133
BRWM-00133,BOT-BR-0044,matched_source_id,BOT-BR-0044:Banana — Nanicão,Banana — Nanicão,Banana — Nanicão,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,134
BRWM-00134,BOT-BR-0045,matched_source_id,BOT-BR-0045:Banana — Pacovan,Banana — Pacovan,Banana — Pacovan,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,135
BRWM-00135,BOT-BR-0045,matched_source_id,BOT-BR-0045:Banana — Pacovan,Banana — Pacovan,Banana — Pacovan,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,136
BRWM-00136,BOT-BR-0045,matched_source_id,BOT-BR-0045:Banana — Pacovan,Banana — Pacovan,Banana — Pacovan,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,137
BRWM-00137,BOT-BR-0045,matched_source_id,BOT-BR-0045:Banana — Pacovan,Banana — Pacovan,Banana — Pacovan,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,138
BRWM-00138,BOT-BR-0045,matched_source_id,BOT-BR-0045:Banana — Pacovan,Banana — Pacovan,Banana — Pacovan,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,139
BRWM-00139,BOT-BR-0046,matched_source_id,BOT-BR-0046:Banana — Prata-Anã,Banana — Prata-Anã,Banana — Prata-Anã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,140
BRWM-00140,BOT-BR-0046,matched_source_id,BOT-BR-0046:Banana — Prata-Anã,Banana — Prata-Anã,Banana — Prata-Anã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,141
BRWM-00141,BOT-BR-0046,matched_source_id,BOT-BR-0046:Banana — Prata-Anã,Banana — Prata-Anã,Banana — Prata-Anã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,142
BRWM-00142,BOT-BR-0046,matched_source_id,BOT-BR-0046:Banana — Prata-Anã,Banana — Prata-Anã,Banana — Prata-Anã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,143
BRWM-00143,BOT-BR-0046,matched_source_id,BOT-BR-0046:Banana — Prata-Anã,Banana — Prata-Anã,Banana — Prata-Anã,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,144
BRWM-00144,BOT-BR-0047,matched_source_id,BOT-BR-0047:Banana — Terra,Banana — Terra,Banana — Terra,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,145
BRWM-00145,BOT-BR-0047,matched_source_id,BOT-BR-0047:Banana — Terra,Banana — Terra,Banana — Terra,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,146
BRWM-00146,BOT-BR-0047,matched_source_id,BOT-BR-0047:Banana — Terra,Banana — Terra,Banana — Terra,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,147
BRWM-00147,BOT-BR-0047,matched_source_id,BOT-BR-0047:Banana — Terra,Banana — Terra,Banana — Terra,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,148
BRWM-00148,BOT-BR-0047,matched_source_id,BOT-BR-0047:Banana — Terra,Banana — Terra,Banana — Terra,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,149
BRWM-00149,BOT-BR-0048,matched_source_id,BOT-BR-0048:Bananeira,Bananeira,Bananeira,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Brazil_Working_Master,150
BRWM-00150,BOT-BR-0048,matched_source_id,BOT-BR-0048:Bananeira,Bananeira,Bananeira,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Brazil_Working_Master,151
BRWM-00151,BOT-BR-0048,matched_source_id,BOT-BR-0048:Bananeira,Bananeira,Bananeira,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Brazil_Working_Master,152
BRWM-00152,BOT-BR-0048,matched_source_id,BOT-BR-0048:Bananeira,Bananeira,Bananeira,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Brazil_Working_Master,153
BRWM-00153,BOT-BR-0048,matched_source_id,BOT-BR-0048:Bananeira,Bananeira,Bananeira,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Brazil_Working_Master,154
