botanical_entry_id,common_name_pt,common_name_en,botanical_name,scientific_name,variety_cultivar,alternative_names,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,plant_type,perennial_main_group,sweep_bucket,scarcity_class,conservation_relevance,heritage_flag,medicinal_flag,ecological_value_flag,perennial_rating,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_height_m,mature_spread_m_min,mature_spread_m_max,mature_spread_m,size_class,root_volume_class,container_suitable,pruning_response,dwarf_flag,grafted_flag,self_fertile_flag,pollination_requirement,pollinator_type,pollination_notes,plant_lifespan_years,productive_lifespan_years,replacement_cycle_years,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,propagation_difficulty,propagation_success_rate,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-BR-0429,macucu,,Hirtella racemosa var. hexandra,hirtella racemosa var. hexandra,var. hexandra,macucu peludo,macucu,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Cerrado, Mata Atlântica. Vegetation: Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial). Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00210",,,,,,,,,,Terrícola,"Amazônia, Cerrado, Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)","Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,known_native,,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,5,5,,3,3,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,10,35,low_to_medium,low,FALSE,,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hirtella%20racemosa%20var.%20hexandra,https://powo.science.kew.org/results?q=hirtella%20racemosa%20var.%20hexandra,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,16806
BOT-BR-0430,caripé-torrado,,Hirtella radamii,hirtella radamii,,,caripe-torrado,1,,,,,,Arbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia. Vegetation: Floresta Ombrófila (= Floresta Pluvial). Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01192",,,,,,,,,,Terrícola,Amazônia; Floresta Ombrófila (= Floresta Pluvial),Floresta Ombrófila (= Floresta Pluvial),shrub,Shrub,indigenous_traditional_long_use,endemic_or_localized,endemic_native,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Native vernacular taxon retained for traditional/long-use coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,3,3,,2,2,M,medium,yes,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,10,35,low_to_medium,low,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hirtella%20radamii,https://powo.science.kew.org/results?q=hirtella%20radamii,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,34695
BOT-BR-0431,caripé branco,,Hirtella triandra subsp. triandra,hirtella triandra subsp. triandra,subsp. triandra,,caripe branco,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Mata Atlântica. Vegetation: Floresta Ciliar ou Galeria, Floresta de Terra Firme, Floresta Estacional Semidecidual, Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: seasonal-forest transition fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00211",,,,,,,,,,Terrícola,"Amazônia, Mata Atlântica; Floresta Ciliar ou Galeria, Floresta de Terra Firme, Floresta Estacional Semidecidual, Vegetação Sobre Afloramentos Rochosos","Floresta Ciliar ou Galeria, Floresta de Terra Firme, Floresta Estacional Semidecidual, Vegetação Sobre Afloramentos Rochosos",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,known_native,,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,10,35,low_to_medium,low,FALSE,,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hirtella%20triandra%20subsp.%20triandra,https://powo.science.kew.org/results?q=hirtella%20triandra%20subsp.%20triandra,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,16814
BOT-BR-0432,coronel,,Hortia brasiliana,hortia brasiliana,,laranjinha; lima d'anta; paratudo-vermelho; pratudo,coronel,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica. Vegetation: Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga. CNCFlora overlay category: NT. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00627",,,,,,,,,,Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga","Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",tree_shrub,Tree/Shrub,ecological_conservation_relevant,watchlist_or_data_deficient,CNCFlora_overlay_NT,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,5,5,,3,3,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural;xeric_support,,,low_native,FALSE,8,40,high,low,FALSE,CNCFlora_overlay_NT,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hortia%20brasiliana,https://powo.science.kew.org/results?q=hortia%20brasiliana,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,786
BOT-BR-0433,Carqueja-do-pântano,,Hydrolea spinosa var. spinosa,hydrolea spinosa var. spinosa,var. spinosa,,carqueja-do-pantano,1,,,,,,Arbusto; Erva; Subarbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal. Vegetation: Área Antrópica, Campo de Várzea, Campo Limpo, Floresta Ciliar ou Galeria, Savana Amazônica, Vegetação Aquática. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: wetland/mangrove-edge fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00423",,,,,,,,,,Aquática; Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal; Área Antrópica, Campo de Várzea, Campo Limpo, Floresta Ciliar ou Galeria, Savana Amazônica, Vegetação Aquática","Área Antrópica, Campo de Várzea, Campo Limpo, Floresta Ciliar ou Galeria, Savana Amazônica, Vegetação Aquática",shrub,Shrub,heritage_scarce_regionally_preserved,known_native,,TRUE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,2.5,2.5,,2,2,M,medium,yes,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,wetland_filter;xeric_support,,,low_native,FALSE,8,40,high,low,FALSE,,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hydrolea%20spinosa%20var.%20spinosa,https://powo.science.kew.org/results?q=hydrolea%20spinosa%20var.%20spinosa,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,84110
BOT-BR-0434,Rainha-da-noite,,Hylocereus setaceus,hylocereus setaceus,,Mandacaru-de-três-quinas; Espada-de-jacaré,rainha-da-noite,1,,,,,,Liana/volúvel/trepadeira,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica. Vegetation: Floresta de Terra Firme, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01344",,,,,,,,,,Hemiepífita; Rupícola; Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Floresta de Terra Firme, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Vegetação Sobre Afloramentos Rochosos","Floresta de Terra Firme, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Vegetação Sobre Afloramentos Rochosos",succulent_cactus,Succulent/Cactus,indigenous_traditional_long_use,known_native,CNCFlora_overlay_LC,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Native vernacular taxon retained for traditional/long-use coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,1.5,1.5,,1.2,1.2,M,medium,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,climber;xeric_support,,,low_native,FALSE,8,40,high,low,FALSE,CNCFlora_overlay_LC,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hylocereus%20setaceus,https://powo.science.kew.org/results?q=hylocereus%20setaceus,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,1549
BOT-BR-0435,margaridinha-do-perau,,Hysterionica pinnatiloba,hysterionica pinnatiloba,,,margaridinha-do-perau,1,,,,,,Subarbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Campo de Altitude, Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: EN. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: montane/cloud-edge fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00099",,,,,,,,,,Rupícola,"Mata Atlântica; Campo de Altitude, Vegetação Sobre Afloramentos Rochosos","Campo de Altitude, Vegetação Sobre Afloramentos Rochosos",subshrub,Subshrub,ecological_conservation_relevant,high_concern,CNCFlora_overlay_EN,FALSE,,TRUE,4,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.7,0.7,,0.6,0.6,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,pollinator_support,,,low_native,FALSE,-2,34,medium,medium_high,FALSE,CNCFlora_overlay_EN,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=hysterionica%20pinnatiloba,https://powo.science.kew.org/results?q=hysterionica%20pinnatiloba,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,5334
BOT-BR-0436,beijo,,Impatiens walleriana,impatiens walleriana,,maria-sem-vergonha,beijo,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado, Mata Atlântica. Vegetation: Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00129",,,,,,,,,,Terrícola,"Cerrado, Mata Atlântica; Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista","Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",herb,Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,leafy_green,,,review_naturalized,TRUE,-2,34,medium,medium_high,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=impatiens%20walleriana,https://powo.science.kew.org/results?q=impatiens%20walleriana,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,282018
BOT-BR-0437,alfafa-do-pará,,Indigofera hirsuta,indigofera hirsuta,,mata-pasto-preto,alfafa-do-para,1,,,,,,Erva; Subarbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica. Vegetation: Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01379",,,,,,,,,,Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga","Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga",subshrub_herb,Subshrub/Herb,indigenous_traditional_long_use,known_native,,FALSE,,TRUE,4,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Native vernacular taxon retained for traditional/long-use coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.6,0.6,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.486,34,wetland_filter;xeric_support,,,low_native,FALSE,8,40,high,low,FALSE,,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=indigofera%20hirsuta,https://powo.science.kew.org/results?q=indigofera%20hirsuta,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,83214
BOT-BR-0438,caachira,,Indigofera microcarpa,indigofera microcarpa,,erva d'anir,caachira,1,,,,,,Erva; Subarbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Caatinga, Mata Atlântica. Vegetation: Área Antrópica, Caatinga (stricto sensu), Restinga. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01367",,,,,,,,,,Terrícola,"Caatinga, Mata Atlântica; Área Antrópica, Caatinga (stricto sensu), Restinga","Área Antrópica, Caatinga (stricto sensu), Restinga",subshrub_herb,Subshrub/Herb,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,4,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.6,0.6,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,wetland_filter;xeric_support,,,low_native,FALSE,8,40,high,low,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=indigofera%20microcarpa,https://powo.science.kew.org/results?q=indigofera%20microcarpa,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,83216
BOT-BR-0439,ingá da restinga,,Inga maritima,inga maritima,,,inga da restinga,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Restinga. CNCFlora overlay category: EN. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00334",,,,,,,,,,Terrícola,Mata Atlântica; Restinga,Restinga,tree_shrub,Tree/Shrub,ecological_conservation_relevant,high_concern,CNCFlora_overlay_EN,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,nitrogen_fixer;structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_EN,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=inga%20maritima,https://powo.science.kew.org/results?q=inga%20maritima,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,100934
BOT-BR-0440,ingá preta,,Inga pleiogyna,inga pleiogyna,,ingá veludo,inga preta,3,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Restinga. CNCFlora overlay category: EN. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00338",,,,,,,,,,Terrícola,Mata Atlântica; Restinga,Restinga,tree_shrub,Tree/Shrub,ecological_conservation_relevant,high_concern,CNCFlora_overlay_EN,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,nitrogen_fixer;structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_EN,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=inga%20pleiogyna,https://powo.science.kew.org/results?q=inga%20pleiogyna,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,18665
BOT-BR-0441,"ingá mirim, ingá ferro",,Inga sellowiana,inga sellowiana,,"ingá xixica, ingá xixi","inga mirim, inga ferro",1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; dense ombrophilous forest fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01034",,,,,,,,,,Terrícola,"Mata Atlântica; Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga","Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,CNCFlora_overlay_LC,TRUE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,nitrogen_fixer;structural,,,low_native,FALSE,-2,34,medium,medium_high,TRUE,CNCFlora_overlay_LC,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=inga%20sellowiana,https://powo.science.kew.org/results?q=inga%20sellowiana,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,100939
BOT-BR-0442,Yôsai,,Ipomoea aquatica,ipomoea aquatica,,corriola-d'água; campainha-d'água,yosai,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Cerrado, Mata Atlântica, Pantanal. Vegetation: Área Antrópica. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: wetland/mangrove-edge fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00242",,,,,,,,,,Aquática,"Amazônia, Cerrado, Mata Atlântica, Pantanal; Área Antrópica",Área Antrópica,herb,Herb,well_known_core_species,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Known cultivated or strongly vernacularized Brazil-occurring taxon kept in core branch coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,leafy_green;wetland_filter,,,review_non_native,FALSE,4,36,medium,low_to_medium,FALSE,,review_non_native,https://floradobrasil.jbrj.gov.br/consulta/?q=ipomoea%20aquatica,https://powo.science.kew.org/results?q=ipomoea%20aquatica,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,82049
