symbiosis_profile_id,botanical_entry_id,symbiosis_type,symbiotic_partner_type,symbiotic_partner_botanical_id,mycorrhizal_association_type,nitrogen_fixing_flag,host_dependency_flag,nurse_plant_flag,rhizosphere_benefit_notes,symbiosis_strength,symbiosis_confidence,symbiotic_role_tags,notes,source_table,source_row
SYM-BOT-BR-0312,BOT-BR-0312,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13697
SYM-BOT-BR-0313,BOT-BR-0313,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13701
SYM-BOT-BR-0314,BOT-BR-0314,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13702
SYM-BOT-BR-0315,BOT-BR-0315,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13713
SYM-BOT-BR-0316,BOT-BR-0316,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13717
SYM-BOT-BR-0317,BOT-BR-0317,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13126
SYM-BOT-BR-0318,BOT-BR-0318,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1472
SYM-BOT-BR-0319,BOT-BR-0319,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,108425
SYM-BOT-BR-0320,BOT-BR-0320,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,108426
SYM-BOT-BR-0321,BOT-BR-0321,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,116307
SYM-BOT-BR-0322,BOT-BR-0322,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,281523
SYM-BOT-BR-0323,BOT-BR-0323,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,116321
SYM-BOT-BR-0324,BOT-BR-0324,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,116361
SYM-BOT-BR-0325,BOT-BR-0325,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,22509
SYM-BOT-BR-0326,BOT-BR-0326,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16915
SYM-BOT-BR-0327,BOT-BR-0327,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,457
SYM-BOT-BR-0328,BOT-BR-0328,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,461
SYM-BOT-BR-0329,BOT-BR-0329,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,469
SYM-BOT-BR-0330,BOT-BR-0330,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,103061
SYM-BOT-BR-0331,BOT-BR-0331,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6947
SYM-BOT-BR-0332,BOT-BR-0332,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6952
SYM-BOT-BR-0333,BOT-BR-0333,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6955
SYM-BOT-BR-0334,BOT-BR-0334,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,103307
SYM-BOT-BR-0335,BOT-BR-0335,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,104138
SYM-BOT-BR-0336,BOT-BR-0336,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16072
SYM-BOT-BR-0337,BOT-BR-0337,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16776
SYM-BOT-BR-0338,BOT-BR-0338,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,8045
SYM-BOT-BR-0339,BOT-BR-0339,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,18460
SYM-BOT-BR-0340,BOT-BR-0340,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,82986
SYM-BOT-BR-0341,BOT-BR-0341,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17510
SYM-BOT-BR-0342,BOT-BR-0342,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17514
SYM-BOT-BR-0343,BOT-BR-0343,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17534
SYM-BOT-BR-0344,BOT-BR-0344,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17541
SYM-BOT-BR-0345,BOT-BR-0345,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,111876
SYM-BOT-BR-0346,BOT-BR-0346,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,125458
SYM-BOT-BR-0347,BOT-BR-0347,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,82120
SYM-BOT-BR-0348,BOT-BR-0348,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17072
SYM-BOT-BR-0349,BOT-BR-0349,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,25981
SYM-BOT-BR-0350,BOT-BR-0350,mycorrhizal_association,fungi,,orchid_mycorrhiza,FALSE,TRUE,,Orchidaceae family-level mycorrhizal dependency cue; verify taxon-level association before deployment.,high_family_signal,family_level_inference,fungal_association,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,11444
SYM-BOT-BR-0351,BOT-BR-0351,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101063
SYM-BOT-BR-0352,BOT-BR-0352,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,22914
SYM-BOT-BR-0353,BOT-BR-0353,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14942
SYM-BOT-BR-0354,BOT-BR-0354,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14946
SYM-BOT-BR-0355,BOT-BR-0355,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,290521
SYM-BOT-BR-0356,BOT-BR-0356,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,22931
SYM-BOT-BR-0357,BOT-BR-0357,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,4121
SYM-BOT-BR-0358,BOT-BR-0358,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13175
SYM-BOT-BR-0359,BOT-BR-0359,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13176
SYM-BOT-BR-0360,BOT-BR-0360,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,108961
SYM-BOT-BR-0361,BOT-BR-0361,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,86814
SYM-BOT-BR-0362,BOT-BR-0362,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13179
SYM-BOT-BR-0363,BOT-BR-0363,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,13180
SYM-BOT-BR-0364,BOT-BR-0364,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,25985
SYM-BOT-BR-0365,BOT-BR-0365,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,79049
SYM-BOT-BR-0366,BOT-BR-0366,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,35278
SYM-BOT-BR-0367,BOT-BR-0367,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17299
SYM-BOT-BR-0368,BOT-BR-0368,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7379
SYM-BOT-BR-0369,BOT-BR-0369,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,28595
SYM-BOT-BR-0370,BOT-BR-0370,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7389
SYM-BOT-BR-0371,BOT-BR-0371,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7391
SYM-BOT-BR-0372,BOT-BR-0372,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7392
SYM-BOT-BR-0373,BOT-BR-0373,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7397
SYM-BOT-BR-0374,BOT-BR-0374,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7401
