botanical_entry_id,common_name_pt,common_name_en,scientific_name,variety_cultivar,alternative_names,plant_type,heritage_flag,medicinal_flag,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_spread_m_min,mature_spread_m_max,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,source_table,source_row
BOT-BR-0041,Banana — BRS Tropical,,Musa spp.,BRS Tropical,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,42
BOT-BR-0042,Banana — Maçã,,Musa spp.,Maçã,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,43
BOT-BR-0043,Banana — Nanica,,Musa spp.,Nanica,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,44
BOT-BR-0044,Banana — Nanicão,,Musa spp.,Nanicão,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,45
BOT-BR-0045,Banana — Pacovan,,Musa spp.,Pacovan,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,46
BOT-BR-0046,Banana — Prata-Anã,,Musa spp.,Prata-Anã,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,47
BOT-BR-0047,Banana — Terra,,Musa spp.,Terra,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,48
BOT-BR-0048,Bananeira,,Musa spp.,,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.455,5,fruit_producer,,,,,,,,Not reviewed,,https://www.embrapa.br/en/cultivar/banana,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,49
BOT-BR-0049,Barbatimão,,Stryphnodendron adstringens,,,Tree,,,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,50
BOT-BR-0050,Baru,baru,Dipteryx alata,,,Tree,TRUE,FALSE,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Dipteryx%20alata,https://powo.science.kew.org/results?q=Dipteryx%20alata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/baru,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,51
BOT-BR-0051,Biribá,biriba,Annona mucosa,,,Tree,TRUE,FALSE,biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Annona%20mucosa,https://powo.science.kew.org/results?q=Annona%20mucosa,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/birib%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,52
BOT-BR-0052,Boldo-baiano,Indian coleus,Plectranthus barbatus,,,Herb / shrub,TRUE,TRUE,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,0.6,3,0.6,2.5,high,Brazil_Workbooks_FNP,0.818,9,medicinal,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Plectranthus%20barbatus,https://powo.science.kew.org/results?q=Plectranthus%20barbatus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/boldo-brasileiro,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,53
BOT-BR-0053,Buriti,moriche palm,Mauritia flexuosa,,,Palm,TRUE,TRUE,biome_tags=Amazon|Cerrado|Pantanal; biome_basis=amazon|cerrado|pantanal; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,medium,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;wetland_filter;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Mauritia%20flexuosa,https://powo.science.kew.org/results?q=Mauritia%20flexuosa,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/buriti,4,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,54
BOT-BR-0054,Cacau,cacao,Theobroma cacao,,,Tree,TRUE,FALSE,biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,3,8,3,6,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,21.0,32.0,low to medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Theobroma%20cacao,https://powo.science.kew.org/results?q=Theobroma%20cacao,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/cacau,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,55
BOT-BR-0055,Café arábica,Arabica coffee,Coffea arabica,,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,56
BOT-BR-0056,Café arábica — Acaiá Cerrado MG-1474,Arabica coffee,Coffea arabica,Acaiá Cerrado MG-1474,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,57
BOT-BR-0057,Café arábica — Acauã,Arabica coffee,Coffea arabica,Acauã,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,58
BOT-BR-0058,Café arábica — Arara,Arabica coffee,Coffea arabica,Arara,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,59
BOT-BR-0059,Café arábica — Araraçu,Arabica coffee,Coffea arabica,Araraçu,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,60
BOT-BR-0060,Café arábica — Bourbon Amarelo,Arabica coffee,Coffea arabica,Bourbon Amarelo,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,61
BOT-BR-0061,Café arábica — Catiguá MG2,Arabica coffee,Coffea arabica,Catiguá MG2,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,62
BOT-BR-0062,Café arábica — Catuaí Amarelo,Arabica coffee,Coffea arabica,Catuaí Amarelo,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,63
BOT-BR-0063,Café arábica — Catuaí Vermelho,Arabica coffee,Coffea arabica,Catuaí Vermelho,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,64
BOT-BR-0064,Café arábica — Catucaí 785-15,Arabica coffee,Coffea arabica,Catucaí 785-15,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,65
BOT-BR-0065,Café arábica — Catucaí Amarelo 2SL,Arabica coffee,Coffea arabica,Catucaí Amarelo 2SL,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,66
BOT-BR-0066,Café arábica — Icatu Amarelo,Arabica coffee,Coffea arabica,Icatu Amarelo,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,67
BOT-BR-0067,Café arábica — Mundo Novo,Arabica coffee,Coffea arabica,Mundo Novo,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,68
BOT-BR-0068,Café arábica — Obatã IAC 1669-20,Arabica coffee,Coffea arabica,Obatã IAC 1669-20,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,69
BOT-BR-0069,Café arábica — Paraíso MG H419-1,Arabica coffee,Coffea arabica,Paraíso MG H419-1,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,70
BOT-BR-0070,Café arábica — Rubi MG 1192,Arabica coffee,Coffea arabica,Rubi MG 1192,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,71
BOT-BR-0071,Café arábica — Sabiá,Arabica coffee,Coffea arabica,Sabiá,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,72
BOT-BR-0072,Café arábica — Topázio MG 1190,Arabica coffee,Coffea arabica,Topázio MG 1190,,Shrub,TRUE,FALSE,biome_tags=Cerrado|Highland|South_Subtropical; biome_basis=cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20arabica,https://powo.science.kew.org/results?q=Coffea%20arabica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20ar%C3%A1bica,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,73
BOT-BR-0073,Café canéfora / conilon,Robusta coffee,Coffea canephora,,,Shrub,TRUE,FALSE,biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,4,1,3,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,14.0,30.0,medium,low to medium,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Coffea%20canephora,https://powo.science.kew.org/results?q=Coffea%20canephora,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caf%C3%A9%20conilon,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,74
BOT-BR-0074,Cagaita,cagaita,Eugenia dysenterica,,,Tree,TRUE,TRUE,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Eugenia%20dysenterica,https://powo.science.kew.org/results?q=Eugenia%20dysenterica,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/cagaita,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,75
BOT-BR-0075,Caju,cashew,Anacardium occidentale,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Caatinga|Cerrado|Coastal_Restinga; biome_basis=amazon|atlantic_forest|caatinga|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Anacardium%20occidentale,https://powo.science.kew.org/results?q=Anacardium%20occidentale,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caju,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,76
BOT-BR-0076,Cajá,hog plum,Spondias mombin,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Cerrado|Coastal_Restinga; biome_basis=amazon|atlantic_forest|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Spondias%20mombin,https://powo.science.kew.org/results?q=Spondias%20mombin,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/caj%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,77
BOT-BR-0077,Cambuci,cambuci,Campomanesia phaea,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Highland; biome_basis=atlantic_forest|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,TRUE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Campomanesia%20phaea,https://powo.science.kew.org/results?q=Campomanesia%20phaea,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/cambuci,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,78
BOT-BR-0078,Cambucá,,Plinia edulis,,,Tree,,,biome_tags=Atlantic_Forest; biome_basis=atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,79
BOT-BR-0079,Camu-camu,camu-camu,Myrciaria dubia,,,Tree,TRUE,TRUE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Myrciaria%20dubia,https://powo.science.kew.org/results?q=Myrciaria%20dubia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/camu-camu,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,80
BOT-BR-0080,Capim-santo,lemongrass,Cymbopogon citratus,,,Herb,TRUE,TRUE,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,0.4,2,0.4,1.5,high,Brazil_Workbooks_FNP,0.818,9,medicinal,low to medium,FALSE,18.0,34.0,low to medium,low,FALSE,no,low to medium,https://floradobrasil.jbrj.gov.br/consulta/?q=Cymbopogon%20citratus,https://powo.science.kew.org/results?q=Cymbopogon%20citratus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/capim-lim%C3%A3o,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,81
