design_matrix_id,botanical_entry_id,food_forest_layer,canonical_layer_primary,canonical_layer_secondary,layer_stack_tags,guild_role,shade_tolerance,water_need,companion_tags,notes,source_table,source_row
SDM-BOT-BR-0094,BOT-BR-0094,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,95
SDM-BOT-BR-0095,BOT-BR-0095,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,96
SDM-BOT-BR-0096,BOT-BR-0096,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,97
SDM-BOT-BR-0097,BOT-BR-0097,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,98
SDM-BOT-BR-0098,BOT-BR-0098,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,99
SDM-BOT-BR-0099,BOT-BR-0099,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,100
SDM-BOT-BR-0100,BOT-BR-0100,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,101
SDM-BOT-BR-0101,BOT-BR-0101,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado|Highland|South_Subtropical; biome_basis=atlantic_forest|cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,102
SDM-BOT-BR-0102,BOT-BR-0102,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,medicinal,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,103
SDM-BOT-BR-0103,BOT-BR-0103,Climber,climber,,primary:climber,medicinal,,unresolved,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,104
SDM-BOT-BR-0104,BOT-BR-0104,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,105
SDM-BOT-BR-0105,BOT-BR-0105,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,106
SDM-BOT-BR-0106,BOT-BR-0106,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,107
SDM-BOT-BR-0107,BOT-BR-0107,Canopy,canopy,,primary:canopy;size:L;growth:tree,medicinal,low to medium,medium,,biome_tags=Amazon|Atlantic_Forest|Caatinga|Cerrado; biome_basis=amazon|atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,108
SDM-BOT-BR-0108,BOT-BR-0108,Shrub,shrub,,primary:shrub,medicinal,,unresolved,,biome_tags=Amazon|Cerrado; biome_basis=amazon|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,109
SDM-BOT-BR-0109,BOT-BR-0109,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,110
SDM-BOT-BR-0110,BOT-BR-0110,Herbaceous,herbaceous,,primary:herbaceous,medicinal,,unresolved,,biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,111
SDM-BOT-BR-0111,BOT-BR-0111,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Amazon|Atlantic_Forest|Caatinga|Cerrado; biome_basis=amazon|atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,112
SDM-BOT-BR-0112,BOT-BR-0112,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Amazon|Atlantic_Forest|Cerrado|Coastal_Restinga; biome_basis=amazon|atlantic_forest|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,113
SDM-BOT-BR-0113,BOT-BR-0113,Canopy,canopy,,primary:canopy;size:XL;growth:palm,fruit_producer,medium,high,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,114
SDM-BOT-BR-0114,BOT-BR-0114,Canopy,canopy,,primary:canopy;size:XL;growth:palm,fruit_producer,medium,high,,biome_tags=Caatinga; biome_basis=caatinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,115
SDM-BOT-BR-0115,BOT-BR-0115,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Caatinga|Cerrado|Coastal_Restinga; biome_basis=atlantic_forest|caatinga|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,116
SDM-BOT-BR-0116,BOT-BR-0116,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,117
SDM-BOT-BR-0117,BOT-BR-0117,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,118
SDM-BOT-BR-0118,BOT-BR-0118,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,119
SDM-BOT-BR-0119,BOT-BR-0119,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,120
SDM-BOT-BR-0120,BOT-BR-0120,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,121
SDM-BOT-BR-0121,BOT-BR-0121,Climber,climber,,primary:climber;size:L;growth:woody_to_semi_woody_vine,fruit_producer,low,medium,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,122
SDM-BOT-BR-0122,BOT-BR-0122,Herbaceous,herbaceous,,primary:herbaceous,medicinal,,unresolved,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Botanicals_Master,123
SDM-BOT-BR-0123,BOT-BR-0123,Canopy,canopy,,primary:canopy,medicinal,,unresolved,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,124
SDM-BOT-BR-0124,BOT-BR-0124,Canopy,canopy,,primary:canopy,medicinal,,unresolved,,biome_tags=Atlantic_Forest|Caatinga|Cerrado; biome_basis=atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,125
SDM-BOT-BR-0125,BOT-BR-0125,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Amazon|Cerrado|Coastal_Restinga; biome_basis=amazon|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,126
SDM-BOT-BR-0126,BOT-BR-0126,Climber,climber,,primary:climber,fruit_producer,,unresolved,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,127
SDM-BOT-BR-0127,BOT-BR-0127,Herbaceous,herbaceous,,primary:herbaceous,medicinal,,unresolved,,biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,128
SDM-BOT-BR-0128,BOT-BR-0128,Sub-canopy,subcanopy,,primary:subcanopy,medicinal,,unresolved,,biome_tags=Atlantic_Forest|Cerrado|Highland|South_Subtropical; biome_basis=atlantic_forest|cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,129
SDM-BOT-BR-0129,BOT-BR-0129,Canopy,canopy,,primary:canopy;size:XL;growth:palm,fruit_producer,medium,high,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,130
SDM-BOT-BR-0130,BOT-BR-0130,Canopy,canopy,,primary:canopy;size:L;growth:tree,structural,low to medium,medium,,biome_tags=Atlantic_Forest|Coastal_Restinga; biome_basis=atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,131
SDM-BOT-BR-0131,BOT-BR-0131,Canopy,canopy,,primary:canopy,medicinal,,unresolved,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,132
SDM-BOT-BR-0132,BOT-BR-0132,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,133
SDM-BOT-BR-0133,BOT-BR-0133,Sub-canopy,subcanopy,,primary:subcanopy,fruit_producer,,unresolved,,biome_tags=Atlantic_Forest|Coastal_Restinga|South_Subtropical; biome_basis=atlantic_forest|coastal_restinga|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,134
SDM-BOT-BR-0134,BOT-BR-0134,Canopy,canopy,,primary:canopy,fruit_producer,,unresolved,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,135
SDM-BOT-BR-0135,BOT-BR-0135,Shrub,shrub,,primary:shrub;size:M;growth:shrub_to_small_tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Cerrado|Coastal_Restinga|South_Subtropical; biome_basis=atlantic_forest|cerrado|coastal_restinga|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,136
SDM-BOT-BR-0136,BOT-BR-0136,Canopy,canopy,,primary:canopy,fruit_producer,,unresolved,,biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,137
SDM-BOT-BR-0137,BOT-BR-0137,Canopy,canopy,,primary:canopy;size:XL;growth:palm,fruit_producer,medium,high,,biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,138
SDM-BOT-BR-0138,BOT-BR-0138,Herbaceous,herbaceous,,primary:herbaceous,medicinal,,unresolved,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,139
SDM-BOT-BR-0139,BOT-BR-0139,Canopy,canopy,,primary:canopy,fruit_producer,,unresolved,,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,140
SDM-BOT-BR-0140,BOT-BR-0140,Herbaceous,herbaceous,,primary:herbaceous,fruit_producer,,unresolved,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,141
SDM-BOT-BR-0141,BOT-BR-0141,Canopy,canopy,,primary:canopy;size:XL;growth:palm,fruit_producer,medium,high,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,142
SDM-BOT-BR-0142,BOT-BR-0142,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Caatinga; biome_basis=caatinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,143
SDM-BOT-BR-0143,BOT-BR-0143,Shrub,shrub,,primary:shrub,fruit_producer,,unresolved,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,Botanicals_Master,144
SDM-BOT-BR-0144,BOT-BR-0144,Canopy,canopy,,primary:canopy;size:L;growth:tree,fruit_producer,low to medium,medium,,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,Botanicals_Master,145
